Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
608,2015,17,Assam,North Cachar Hil / Dima hasao,14.61,31.83,2178.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,5.32,1542.03,0,0,0,0,0,0,0,0,0,0.44,0.32,727.27,1.01,0.56,558.09,0,0,0,1.05,0.67,638.1,3.05,1.79,586.89,0,0,0,0.05,0.02,400,0,0,0,0,0,0,0,0,0,4.15,2.48,597.59,3.68,19.65,5331.99,0.06,0.01,166.67,12.28,2.96,15.25,1.92,0.06,0
608,2016,17,Assam,North Cachar Hil / Dima hasao,15.03,31.7,2108.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,5.32,1539.95,0,0,0,0,0,0,0,0,0,0.44,0.31,719.54,1.18,0.67,564.78,0,0,0,0.97,0.67,691.68,3.42,3.26,954.09,0,0,0,0.05,0.02,446.81,0,0,0,0,0,0,0,0,0,0,0,0,3.57,17.93,5025.29,0.06,0.01,90,11.48,2.99,14.47,1.9,0.05,0
608,2017,17,Assam,North Cachar Hil / Dima hasao,13.79,31.09,2254.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,2.59,750.14,0,0,0,0,0,0,0,0,0,0.44,0.32,720.09,1.28,0.71,552.86,0,0,0,1.02,0.63,613.95,3.05,3.24,1061.99,0,0,0,0.05,0.02,458.33,0,0,0,0,0,0,0,0,0,0,0,0,4.22,21.2,5024.01,0.06,0.01,94.43,11.78,2.98,14.77,1.92,0.05,0
609,2010,17,Assam,Nagaon,274.15,543.86,1983.8,8.48,7.99,942.22,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.31,632.65,0,0,0,0,0,0,0.17,0.06,352.94,1.06,0.72,679.25,0,0,0,0,0,0,1.2,0.56,466.67,19.01,10.54,554.45,0,0,0,0.04,0.01,250,1.01,0.48,475.25,0,0,0,0,0,0,21.2,11.57,545.75,7.52,26.83,3567.82,0.03,0,0,0,0,0,5.4,0.92,0.86
609,2011,17,Assam,Nagaon,282.09,530.2,1879.54,8.48,9.73,1147.41,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.36,720,0,0,0,0,0,0,0.18,0.07,388.89,0.63,0.5,793.65,0,0,0,0,0,0,1.37,0.75,547.45,18.63,10.7,574.34,0,0,0,0.03,0.01,333.33,1,0.51,510,0,0,0,0,0,0,0,0,0,7.51,27.83,3705.73,0.03,0,0,0,0,0,6.74,1,0
609,2012,17,Assam,Nagaon,259.56,564.62,2175.3,6.64,7.44,1120.48,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.5,714.29,0,0,0,0,0,0,0.18,0.09,500,0.61,0.48,786.89,11.17,6.34,567.59,0,0,0,1.36,0.85,625,20.65,12.49,604.84,0,0,0,0.03,0.01,333.33,0.91,0.48,527.47,0,0,0,0,0,0,23.65,14.23,601.69,7.49,25.26,3372.5,0.03,0,0,10.66,18.79,29.45,7.21,1.05,0.17
609,2013,17,Assam,Nagaon,286.77,684.62,2387.35,6.27,7.49,1194.58,0,0,0,0,0,0,0,0,0,0,0,0,0.72,2.87,3986.11,0,0,0,0,0,0,0.14,0.07,500,0.67,0.53,791.04,11.26,6.89,611.9,0,0,0,1.35,0.87,644.44,21.96,13.98,636.61,0,0,0,0.03,0.01,333.33,0.8,0.48,600,0,0,0,0,0,0,24.84,15.71,632.45,7.07,25.08,3547.38,0.02,0,0,11.47,18.96,30.43,7.33,1.12,0.17
609,2014,17,Assam,Nagaon,291.65,624.8,2142.29,4.1,4.5,1097.56,0,0,0,0,0,0,0,0,0,0,0,0,0.79,2.16,2734.18,0,0,0,0,0,0,0.14,0.08,571.43,0.67,0.6,895.52,10.73,6.8,633.74,0,0,0,1.33,0.89,669.17,23.13,14.63,632.51,0,0,0,0.03,0.01,333.33,0.72,0.45,625,0,0,0,0,0,0,25.82,16.32,632.07,6.86,23.51,3427.11,0.01,0,0,10.84,20.82,31.67,9.1,1.15,0.17
609,2015,17,Assam,Nagaon,287.8,668.99,2324.5,3.33,3.45,1036.04,0,0,0,0,0,0,0,0,0,0,0,0,0.95,2.67,2810.53,0,0,0,0,0,0,0.29,0.18,620.69,0.68,0.5,735.29,9.13,7.19,787.19,0,0,0,1.26,0.76,603.17,25.34,17.64,696.13,0,0,0,0.01,0,0,0.57,0.43,754.39,0,0,0,0,0,0,27.65,19.24,695.84,6.06,19.29,3184.78,0.02,0,0,10.54,21.31,31.84,9.8,1.07,0.17
609,2016,17,Assam,Nagaon,287.34,674.49,2347.39,2.71,3.16,1165.25,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2.7,2462.17,0,0,0,0,0,0,0.22,0.15,659.09,0.38,0.27,713.54,9.09,7.13,783.91,0,0,0,1.07,0.69,646.18,27.06,17.45,644.83,0,0,0,0.01,0,400,0.42,0.28,661.14,0,0,0,0,0,0,0,0,0,8.03,28.86,3595.86,0.01,0,90,16.11,23.3,39.41,9.62,0.96,0.07
609,2017,17,Assam,Nagaon,286.16,709.39,2478.97,3.38,4.13,1221.07,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.92,2635.71,0,0,0,0,0,0,0.22,0.16,709.09,0.55,0.46,819.82,10.03,7.21,719.07,0,0,0,1.22,0.58,477.05,25.18,20.53,815.53,0,0,0,0.01,0.01,400,0.57,0.32,560.63,0,0,0,0,0,0,0,0,0,6.98,25.59,3665.74,0.01,0,90,19.37,27.54,46.91,9.5,1.06,0.08
610,2010,17,Assam,Sibsagar,295.51,650.67,2201.85,1.24,0.91,733.87,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.18,580.65,0,0,0,0,0,0,0,0,0,0.27,0.18,666.67,0,0,0,0,0,0,0.29,0.14,482.76,19.16,7.9,412.32,0,0,0,0.06,0.03,500,0,0,0,0,0,0,0,0,0,19.44,8.05,414.09,3.09,10.1,3268.61,0.03,0,0,0,0,0,5.65,0.28,1.99
610,2011,17,Assam,Sibsagar,297.88,613.36,2059.08,0.46,0.55,1195.65,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.11,687.5,0,0,0,0,0,0,0.14,0.07,500,0.21,0.14,666.67,0,0,0,0,0,0,0.39,0.2,512.82,17.98,8.57,476.64,0,0,0,0.06,0.04,666.67,0,0,0,0,0,0,0,0,0,0,0,0,2.84,9.99,3517.61,0.03,0,0,0,0,0,5.6,0.32,0
610,2012,17,Assam,Sibsagar,300.09,703.63,2344.73,0.47,0.32,680.85,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.06,750,0,0,0,0,0,0,0.01,0.01,1000,0.21,0.18,857.14,15.32,7.61,496.74,0,0,0,0.34,0.2,588.24,22.6,11.97,529.65,0,0,0,0.06,0.03,500,0.01,0,0,0,0,0,0,0,0,23,12.21,530.87,3.14,10.27,3270.7,0.02,0,0,10.45,29.46,39.92,4.45,0.31,0
610,2013,17,Assam,Sibsagar,314.79,691.05,2195.27,0.21,0.2,952.38,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.54,3850,0,0,0,0,0,0,0.02,0.01,500,0.23,0.18,782.61,14.14,7.77,549.5,0,0,0,0.34,0.22,647.06,22.94,15.24,664.34,0,0,0,0.05,0.03,600,0.01,0.01,1000,0,0,0,0,0,0,23.39,15.52,663.53,2.95,9.83,3332.2,0.02,0,0,10.33,29.75,40.07,4.67,0.38,0
610,2014,17,Assam,Sibsagar,313.37,658.9,2102.63,0.15,0.09,600,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.82,2733.33,0,0,0,0,0,0,0.03,0.03,1000,0.2,0.19,950,13.12,7.6,579.27,0,0,0,0.36,0.21,583.33,21.1,13.76,652.13,0,0,0,0.06,0.04,666.67,0.01,0,0,0,0,0,0,0,0,21.52,14.01,651.02,3.15,10.4,3301.59,0.03,0,0,10.24,18.58,28.82,4.45,0.46,1.02
610,2015,17,Assam,Sibsagar,315.03,665.27,2111.77,0.15,0.12,800,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.36,1384.62,0,0,0,0,0,0,0.02,0.01,500,0.21,0.18,857.14,12.78,7.43,581.81,0,0,0,0.37,0.23,621.62,21.31,12.23,573.91,0,0,0,0.06,0.03,500,0,0,0,0,0,0,0,0,0,21.73,12.49,574.78,3.08,8.62,2801.53,0.04,0,0,10.55,17.11,27.65,4.81,0.56,1.02
610,2016,17,Assam,Sibsagar,320.47,656.05,2047.11,0.14,0.18,1333.33,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.38,1476.56,0,0,0,0,0,0,0.12,0.08,663.93,0.2,0.18,880,16.97,10.17,599.42,0,0,0,0.37,0.23,615.8,21.79,13.53,620.7,0,0,0,0.05,0.03,620,0,0,750,0,0,0,0,0,0,0,0,0,3.25,9.46,2913.62,0.02,0,72,11.03,18.23,29.26,5.62,0.56,0.74
610,2017,17,Assam,Sibsagar,330.49,718.15,2172.97,0.14,0.19,1392.59,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.67,1816.94,0,0,0,0,0,0,0.04,0.02,571.43,0.18,0.16,866.67,15.08,10.09,669.41,0,0,0,0.36,0.22,605.56,22.07,13.08,592.77,0,0,0,0.05,0.03,600,0,0,666.67,0,0,0,0,0,0,0,0,0,3.29,9.65,2930.65,0.01,0,64.29,11.51,8.67,20.17,5.17,0.53,0
626,2010,18,Himachal Pradesh,Bilashpur,1.51,3.13,2072.85,25.07,26.3,1049.06,0,0,0,0,0,0,0,0,0,0,0,0,24.58,65.77,2675.75,0,0,0,0.14,0.18,1285.71,0.14,0.09,642.86,0,0,0,0.32,0.45,1406.25,0,0,0,0.1,0.04,400,0.4,0.16,400,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1000,0.51,0.22,431.37,0,0,0,0,0,0,0.42,0.46,0.88,0.03,0.08,0.25
626,2011,18,Himachal Pradesh,Bilashpur,1.5,3.11,2073.33,24.94,38.19,1531.27,0,0,0,0,0,0,0,0,0,0,0,0,24.46,63.01,2576.04,0,0,0,0.14,0.27,1928.57,0.13,0.17,1307.69,0,0,0,0,0,0,0,0,0,0.1,0.04,400,0.16,0.06,375,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.06,0
626,2012,18,Himachal Pradesh,Bilashpur,1.5,3.16,2106.67,25.3,30.3,1197.63,0,0,0,0,0,0,0,0,0,0.15,0.07,466.67,24.09,57.28,2377.75,0,0,0,0.14,0.25,1785.71,0.11,0.1,909.09,0,0,0,0.01,0.01,1000,0,0,0,0.1,0.05,500,0.14,0.04,285.71,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1000,0.41,0.35,853.66,0,0,0,0,0,0,0,0,0,0.01,0.03,0
626,2013,18,Himachal Pradesh,Bilashpur,1.46,3.03,2075.34,24.31,15.68,645,0,0,0,0,0,0,0,0,0,0,0,0,25.51,56.22,2203.84,0,0,0,0.13,0.13,1000,0.11,0.1,909.09,0,0,0,0,0,0,0,0,0,0.09,0.04,444.44,0.12,0.02,166.67,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,2014,18,Himachal Pradesh,Bilashpur,1.44,3.3,2291.67,24.05,29.67,1233.68,0,0,0,0,0,0,0,0,0,0,0,0,25.24,47.68,1889.07,0,0,0,0.13,0.25,1923.08,0.11,0.09,818.18,0,0,0,0.02,0.01,500,0,0,0,0.09,0.04,444.44,0.72,0.52,722.22,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.01,83.33,0.31,0.26,838.71,0.03,0.09,3000,0,0,0,0,0,0,0,0.03,0
626,2015,18,Himachal Pradesh,Bilashpur,1.43,2.97,2076.92,23.8,36.85,1548.32,0,0,0,0,0,0,0,0,0,0,0,0,24.51,67.07,2736.43,0,0,0,0.13,0.25,1923.08,0.08,0.08,1000,0,0,0,0.14,0.14,985.92,0,0,0,0.01,0,0,0.11,0.02,181.82,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1625,0.24,0.25,1041.67,0,0,900,0,0,0,0,0,0,0.02,0.04,0.23
626,2016,18,Himachal Pradesh,Bilashpur,1.41,2.94,2078.5,23.55,15.29,649.27,0,0,0,0,0,0,0,0,0,0,0,0,23.09,45.76,1981.64,0,0,0,0.13,0.13,969.23,0.1,0.01,78.43,0,0,0,0.08,0.04,493.33,0,0,0,0.09,0.04,428.57,0.11,0.01,132.74,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1625,0,0,0,0,0,900,0,0,0,0.16,0.24,0.4,0.01,0,0
626,2017,18,Himachal Pradesh,Bilashpur,1.43,2.98,2090.34,23.8,37.85,1590.31,0,0,0,0,0,0,0,0,0,0,0,0,24.51,69.07,2818.19,0,0,0,0.13,0.26,1954.55,0.08,0.08,1025.64,0,0,0,0.08,0.06,722.89,0,0,0,0.01,0,428.57,0.11,0.05,482.46,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1625,0,0,0,0,0,1033.33,0,0,0,0,0,0,0.01,0.06,0
627,2010,18,Himachal Pradesh,Chamba,2.62,3.16,1206.11,19.67,42.85,2178.44,0,0,0,0,0,0,0,0,0,0,0,0,26.83,96.77,3606.78,0.01,0,0,3.78,5.6,1481.48,0,0,0,0,0,0,2.91,2.78,955.33,0,0,0,0.02,0.01,500,2.96,1.47,496.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,1.48,498.32,0,0,0,0,0,0,2.19,1.22,3.41,0.53,0.05,0.04
627,2011,18,Himachal Pradesh,Chamba,2.61,3.14,1203.07,19.57,29.39,1501.79,0,0,0,0,0,0,0,0,0,0,0,0,26.7,92.72,3472.66,0.01,0.01,1000,3.76,5.03,1337.77,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,500,3.83,2.38,621.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.04,0
627,2012,18,Himachal Pradesh,Chamba,2.62,3.19,1217.56,19.85,49.36,2486.65,0,0,0,0,0,0,0,0,0,0.11,0.05,454.55,26.29,84.28,3205.78,0.01,0,0,3.71,7.72,2080.86,0,0,0,0,0,0,4.08,3.97,973.04,0,0,0,0.02,0.01,500,3.48,1.74,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0.91,296.42,0,0,0,0,0,0,0,0,0,0.95,0.04,0
627,2013,18,Himachal Pradesh,Chamba,2.54,3.06,1204.72,23.08,15.61,676.34,0,0,0,0,0,0,0,0,0,0,0,0,27.84,82.71,2970.91,0.01,0,0,3.67,4.02,1095.37,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,500,1.35,0.57,422.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0
627,2014,18,Himachal Pradesh,Chamba,2.52,3.33,1321.43,21.88,48.35,2209.78,0,0,0,0,0,0,0,0,0,0,0,0,27.55,70.16,2546.64,0.01,0,0,3.63,7.84,2159.78,0,0,0,0,0,0,4.32,4.14,958.33,0,0,0,0.02,0.01,500,1.84,1.16,630.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,1.25,428.08,0,0,0,0,0,0,0,0,0,0.86,0.06,0
627,2015,18,Himachal Pradesh,Chamba,2.49,3,1204.82,18.68,50.28,2691.65,0,0,0,0,0,0,0,0,0,0,0,0,26.75,98.69,3689.35,0.01,0,0,3.59,6.74,1877.44,0,0,0,0,0,0,4.2,9.5,2259.58,0,0,0,0.01,0,0,1.61,0.79,490.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0.88,310.95,0,0,0,0,0,0,0,0,0,0.83,0.06,0.04
627,2016,18,Himachal Pradesh,Chamba,2.46,2.97,1203.65,18.48,24.91,1347.96,0,0,0,0,0,0,0,0,0,0,0,0,25.2,67.34,2671.57,0,0,600,3.55,3.9,1096.82,0,0,0,0,0,0,2.1,0.69,327.3,0,0,0,0.01,0.01,466.67,2.78,0.74,267.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,2.01,6.09,0.45,0,0.04
627,2017,18,Himachal Pradesh,Chamba,2.49,3,1203.93,18.68,50.28,2691.78,0,0,0,0,0,0,0,0,0,0,0,0,26.75,98.79,3693.05,0,0,800,3.59,6.94,1932.33,0,0,0,0,0,0,4.11,9.48,2310.6,0,0,0,0,0,400,1.61,0.8,494.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.04,0
629,2010,18,Himachal Pradesh,Kangra,38.95,59.87,1537.1,155.18,255.22,1644.67,0,0,0,0,0,0,0,0,0,0.15,0.08,533.33,116.1,286.58,2468.39,0.01,0,0,2.74,4.01,1463.5,0.23,0.29,1260.87,0,0,0,6.11,5.02,821.6,0,0,0,2.62,0.82,312.98,2.64,1.1,416.67,0,0,0,0,0,0,0.75,0.2,266.67,0,0,0,0.07,0.1,1428.57,6.08,2.22,365.13,0.72,1.09,1513.89,0,0,0,6.75,3.03,9.78,3.36,0,4.11
629,2011,18,Himachal Pradesh,Kangra,38.76,59.57,1536.89,154.39,215.68,1396.98,0,0,0,0,0,0,0,0,0,0.16,0.1,625,125.52,274.58,2187.54,0.01,0,0,2.73,3.95,1446.89,0.29,0.32,1103.45,0,0,0,0,0,0,0,0,0,2.6,0.81,311.54,2.35,1.81,770.21,0,0,0,0,0,0,0.65,0.24,369.23,0,0,0,0.07,0.1,1428.57,0,0,0,0.82,0.72,878.05,0.01,0,0,0,0,0,2.29,0.28,0
629,2012,18,Himachal Pradesh,Kangra,38.92,60.43,1552.67,156.61,293.98,1877.15,0,0,0,0,0,0,0,0,0,1.29,0.65,503.88,113.75,249.59,2194.2,0.01,0,0,2.69,5.53,2055.76,0.17,0.17,1000,0.01,0,0,2.83,1.44,508.83,0,0,0,2.37,0.78,329.11,2.76,1.64,594.2,0,0,0,0,0,0,0.63,0.24,380.95,0,0,0,0.07,0.11,1571.43,5.96,3.21,538.59,0.81,1.06,1308.64,0,0,0,0,0,0,2.49,0.26,0
629,2013,18,Himachal Pradesh,Kangra,37.76,58.06,1537.61,190.35,150.33,789.76,0,0,0,0,0,0,0,0,0,0.44,0.26,590.91,120.45,244.96,2033.71,0,0,0,2.66,2.88,1082.71,0.2,0.18,900,0.02,0.01,500,0,0,0,0,0,0,1.53,0.49,320.26,3.47,1.62,466.86,0,0,0,0,0,0,0.89,0.27,303.37,0,0,0,0.07,0.1,1428.57,0,0,0,0.62,0.17,274.19,0,0,0,0,0,0,0.84,0,0
629,2014,18,Himachal Pradesh,Kangra,37.38,63.2,1690.74,148.91,284.12,1908,0,0,0,0,0,0,0,0,0,0.37,0.2,540.54,119.2,207.78,1743.12,0,0,0,2.63,5.62,2136.88,0.13,0.12,923.08,0.01,0,0,2.03,1.31,645.32,0,0,0,1.73,0.55,317.92,4.02,2.39,594.53,0,0,0,0,0,0,0.39,0.11,282.05,0,0,0,0.07,0.1,1428.57,5.24,2.81,536.26,0.69,1.82,2637.68,0,0,0,0,0,0,3.08,0.3,0
629,2015,18,Himachal Pradesh,Kangra,36.98,56.84,1537.05,147.35,264.18,1792.87,0,0,0,0,0,0,0,0,0,0.06,0.03,500,115.75,292.26,2524.92,0,0,0,2.61,5,1915.71,0.13,0.13,1000,0.01,0,0,4.59,8.23,1793.94,0,0,0,0.06,0.02,333.33,3.61,2.11,584.49,0,0,0,0,0,0,0.59,0.18,305.08,0,0,0,0.07,0.1,1366.2,3.55,2.35,661.97,0.79,1.23,1559.72,0,0,0,0,0,0,2.58,0.36,7.6
629,2016,18,Himachal Pradesh,Kangra,36.59,56.24,1537.13,145.77,148.35,1017.64,0,0,0,0,0,0,0,0,0,0.12,0.06,479.34,109.06,199.42,1828.45,0,0,750,2.58,2.79,1083.85,0.19,0.14,737.11,0,0,0,2.67,1.24,463.7,0,0,0,2.46,0.77,312.6,2.22,0.7,313.23,0,0,0,0,0,0,0.32,0.11,347,0,0,0,0.07,0.1,1371.43,0,0,0,0.78,1.21,1558.79,0,0,60,7.46,5.63,13.08,1.83,0,7.02
629,2017,18,Himachal Pradesh,Kangra,36.98,56.95,1539.86,147.34,264.38,1794.31,0,0,0,0,0,0,0,0,0,0.05,0.04,735.85,115.75,292.74,2529.11,0,0,1000,2.6,5.02,1928.19,0.12,0.13,1072,0.01,0,416.67,4.23,8.06,1904.94,0,0,0,0.07,0.03,458.21,3.6,2.19,607.21,0,0,0,0,0,0,0.59,0.18,301.35,0,0,0,0.07,0.1,1380.28,0,0,0,0.79,1.25,1585.9,0,0,0,0,0,0,1.84,0.22,0
630,2010,18,Himachal Pradesh,Kinnaur,0.02,0.02,1000,0.2,0.32,1600,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.62,3100,0.02,0.02,1000,0.83,1.74,2096.39,0,0,0,0,0,0,0.47,0.66,1404.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,1.12,6.32,0.2,0,0
630,2011,18,Himachal Pradesh,Kinnaur,0.02,0.02,1000,0.2,0.2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.6,3157.89,0.03,0.02,666.67,0.83,1.41,1698.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0
630,2012,18,Himachal Pradesh,Kinnaur,0.02,0.02,1000,0.2,0.36,1800,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.54,2842.11,0.02,0.02,1000,0.82,2.4,2926.83,0,0,0,0,0,0,1.56,3.16,2025.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0
630,2013,18,Himachal Pradesh,Kinnaur,0.01,0.02,2000,0.19,0.19,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.53,2650,0.02,0.02,1000,0.81,1.25,1543.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.28,459.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0
630,2014,18,Himachal Pradesh,Kinnaur,0.01,0.02,2000,0.19,0.36,1894.74,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.45,2250,0.02,0.02,1000,0.8,2.44,3050,0,0,0,0,0,0,1.42,4.86,3422.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.1,0,0
630,2015,18,Himachal Pradesh,Kinnaur,0.01,0.02,2000,0.19,0.19,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.64,3368.42,0.02,0.02,1000,0.99,1.82,1838.38,0,0,0,0,0,0,0.49,0.95,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0
630,2016,18,Himachal Pradesh,Kinnaur,0.01,0.02,1500,0.18,0.19,1005.43,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.43,2371.58,0.02,0.01,882.35,0.78,1.21,1550.58,0,0,0,0,0,0,0.65,0.41,628.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15,1,7.15,0.1,0,0
630,2017,18,Himachal Pradesh,Kinnaur,0.01,0.02,1571.43,0.19,0.19,994.62,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.64,3283.51,0.02,0.01,882.35,0.99,1.86,1882.83,0,0,0,0,0,0,0.38,0.8,2113.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
631,2010,18,Himachal Pradesh,Kullu,1.42,1.85,1302.82,23.01,48.42,2104.3,0,0,0,0,0,0,0,0,0,0,0,0,15.11,57.97,3836.53,0.22,0.16,727.27,3.19,4.37,1369.91,0.05,0.04,800,0,0,0,4.3,4.5,1046.51,0.03,0.02,666.67,0,0,0,0.71,0.43,605.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.45,616.44,0,0,0,0,0,0,9.79,2.92,12.71,0.85,0,0.03
